"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Spain","ESP","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","8","27","40","68","79","83","85","84","97","99","85","83","90","90","90","90","93","93","95","94","96","97","98","97","97","97","97","98","98","95","97","97","95","96","96","97","98","98","98","96","95",
"Estonia","EST","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","76","81","86","88","89","92","93","95","95","95","96","96","96","96","95","95","95","94","94","94","93","93","93","93","87","88","91","89",
"Ethiopia","ETH","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","4","3","7","7","8","12","10","13","15","23","38","17","12","22","54","38","54","51","44","37","36","35","36","35","35","40","44","49","54","59","64","68","62","55","54","56","57","59","55","58","60","54",
"European Union","EUU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","27.7260152142955","35.3289797796592","37.516460019559","47.5394509191163","55.0251950983682","59.7652488363187","63.5394593645392","67.8468534325576","68.6266563606472","71.864831277027","79.3675289831769","79.1534702591648","79.9633826007379","81.9077036914111","83.8977729645509","85.0690556786808","86.7222080499818","86.9913811523667","86.6791839437761","88.4994773187405","89.1633847949272","90.2955963814046","91.2808603506606","92.2546866089514","92.6970679447258","92.849778066854","93.6868305657762","94.2495732125152","94.2658726472519","94.1918132650169","94.0745836049491","94.1440208469719","94.6547225230766","94.284083039222","93.9504833786018","93.4750921467993","93.5294452826005","94.1124493126929","94.2936060251091","94.7125760944212","92.908184827959","92.7202005419847",
"Fragile and conflict affected situations","FCS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.15267489059809","9.56069889963576","12.2125498750418","13.0344465689407","16.7740442862061","25.3175594663881","30.4233691735504","34.7063006665415","41.9737248082229","49.9799892587058","53.6993734894239","47.8588548590273","44.7057216298501","46.2289239761881","52.4609207362339","50.5874573869821","51.0608270543081","50.6725873496523","50.332252740196","48.8786615986986","50.9461678683841","49.9755974350893","50.126630150558","52.7345989736149","55.3529188539872","57.9647537343979","59.6395168778396","60.5087223146532","65.0854967021779","69.0122697667769","68.4200166769223","67.636357924259","65.112018863501","64.1211156404413","63.673257188773","63.1229239931887","64.2218625774542","66.9552560288896","66.5263413837542","67.0755559377394","66.5434405727242","63.4847438081001",
"Finland","FIN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","70","75","81","83","85","87","92","98","95","97","97","99","99","99","98","98","96","96","96","96","96","96","97","97","97","97","98","97","98","98","97","97","97","96","95","94","94","96","96","95","93",
"Fiji","FJI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","32","40","2","25","22","57","61","64","69","65","84","93","91","96","96","94","94","75","77","79","81","83","85","86","88","90","92","94","95","95","96","96","96","96","96","96","96","96","96","96","96","96",
"France","FRA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","15","26","35","39","45","51","58","71","74","76","78","80","83","84","83","82","83","84","85","86","87","88","87","89","90","89","89","89","89","91","90","91","91","90","90","90","92","92","92",
"Faroe Islands","FRO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","84","94","81","76","78","80","83","90","82","74","82","79","85","84","88","91","85","96","83","92","86","86","80","92","91","91","83","74","70","76","73","78","79","64",
"Gabon","GAB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","58","66","67","68","76","76","71","66","63","60","57","57","56","56","55","55","55","55","55","55","55","55","62","67","63","62","72","71","70","61","68","64","63","59","62","53","64",
"United Kingdom","GBR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","53","55","58","60","63","68","71","76","80","84","87","90","92","91","91","92","92","91","87","88","88","85","85","82","81","82","85","86","86","86","89","90","92","93","93","93","92","92","92","91","91","91",
"Georgia","GEO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","61","63","61","65","69","73","76","73","74","75","76","86","90","96","97","97","83","94","91","93","97","92","96","93","95","98","99","91","90",
"Ghana","GHA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","16","23","21","16","10","21","31","51","59","65","61","63","64","66","68","70","71","73","78","81","90","78","78","80","83","83","85","95","86","93","93","91","88","89","92","89","89","95","92","92","88","94",
"Gibraltar","GIB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","15","34","30","29","29","28","28","27","27","35","42","52","55","58","61","61","56","52","40","42","44","46","48","50","51","51","57","55","53","58","62","58","54","50","47","47","47","47","47","47","47",
"Gambia, The","GMB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","69","70","71","70","79","75","62","88","80","85","86","87","83","87","89","91","94","91","90","90","89","89","90","90","92","91","89","88","92","96","92","91","95","96","96","97","97","90","91","85","82","79",
"Guinea-Bissau","GNB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","27","31","35","59","68","52","65","53","52","60","68","68","45","49","51","61","70","71","72","73","74","75","76","74","73","71","69","76","83","81","81","81","80","80","66","79","79","72","63",
"Equatorial Guinea","GNQ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","11","17","32","46","18","88","85","82","79","80","81","81","82","82","51","50","50","49","48","48","47","47","46","45","45","44","46","49","51","53","50","53","53","53","53","53","53",
"Greece","GRC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","75","77","39","81","82","76","76","72","72","72","70","70","90","90","89","88","89","91","92","94","95","96","98","99","99","99","99","99","99","99","97","97","97","97","97","97","97","97",
"Grenada","GRD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","5","7","31","49","62","77","48","89","85","96","73","99","87","88","85","92","97","94","92","99","96","99","74","99","98","98","99","98","95","95","94","94","94","99","95","85","84","94","83","83",
"Greenland","GRL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","23","8","12","9","24","23","55","24","55","60","68","49","59","71","66","83","69","74","79","83","86","91","92","94","95","93","95","86","96","92","93","89","93","91","68","79","89","94","89","90","88","81",
"Guam","GUM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","68","51","56","40","42","52","55","69","73","76","73","92","83","77","91","82","93","87","86","92","93","89","88","92","90","96","95","97","95","98","99","99","99","99","99","99","98","98","98","94",
"High income","HIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","46.3754926774722","52.4236563668912","54.8194217280884","63.419961134636","68.8688729694133","72.8637817439146","75.152474635019","75.0231324238438","80.2116431140427","82.7227507351626","84.2740650602284","84.0014368134811","82.6531560781683","83.7782034294746","87.299697840189","88.6811240475343","89.9903087497399","89.9041848587262","89.9023109408661","90.8037552572164","91.3292330614086","91.7692797799336","92.265857996869","92.9468411615918","93.1747403618859","92.845107150092","93.0806065055949","93.0887645753589","93.1864702680746","92.4507894340085","93.3563041829919","93.441702614822","93.6053992394946","93.7990788561384","94.0495833040182","93.6945488985458","93.6068411125371","93.4829502903858","93.9650331861537","93.2340206048923","92.9116865755592","92.9741614976625",
"Hong Kong SAR, China","HKG","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","31","34","48","49","44","53","60","57","76","94","90","86","89","94","93","89","91","89","98","98","98","99","97","95","92","96","95","94","93","98","98","97","97","97","97","98","98","98","91","89","82","81",
"Heavily indebted poor countries (HIPC)","HPC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9.52763497151413","15.7415949529544","19.0432267289106","21.433327195368","22.6911780661084","28.6291425922856","36.1540901429799","38.8476054217944","44.452205435841","48.4432776773968","52.5072681192103","46.2573803434741","45.8482118011115","47.8125729082323","53.7501580888319","52.4652081721451","53.3639027923335","51.7517025638621","49.8744500053624","50.3388512414998","54.4784393082901","55.0066572259354","57.2716703752346","60.9336038591782","63.2057943075965","65.8995342810279","68.1361571468216","69.936551198016","69.9594538771318","72.7535595792214","74.6961728172211","74.7771081820716","75.6388138485579","74.1296962828649","73.7612873536484","73.5589096569896","72.5510385533524","73.8077821589664","72.9578436063609","73.3900391385927","71.7191934040725","69.1687652865589",
"Croatia","HRV","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","92","92","91","91","92","93","94","95","94","96","96","95","96","96","95","96","96","95","94","94","93","90","89","93","93","91","89",
"Haiti","HTI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","3","6","8","21","26","23","59","31","31","35","39","44","48","49","50","52","53","54","55","55","56","57","57","58","59","60","62","63","64","65","66","68","69","69","69","69","69","65","65","65",
"Hungary","HUN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99",
"IBRD only","IBD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9.76108274106157","11.3575911014482","11.9965296768191","37.1812049220261","40.5041034099876","46.402530385599","44.6455468040682","54.7504850980699","65.8672354221483","70.2101630660242","77.0585481598018","72.2051125320969","73.7212856749644","74.2697674637894","75.2211764302305","78.333405956309","78.4148645819362","75.4437182212344","74.9684980116439","76.04009067995","76.0753728908099","77.0447807380136","75.9163193793603","77.2173535449498","79.1749030866502","80.5975306168581","83.0746215160451","83.6680862541975","85.3033791695146","87.8376947873336","89.277155666408","90.3204642168553","90.1137547982949","90.1174432910667","90.4592119297039","91.1360890858727","91.451333131844","91.4078945589962","92.8588713967644","92.5888609679673","88.6440194683756","87.2849927307447",
"IDA & IBRD total","IBT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","8.52680025586907","10.6646748512139","11.6311080915885","31.3705968079232","35.296655866693","40.9760331857402","41.3938474198457","49.7570694950625","59.7497204638521","65.4799452556726","71.5617542939205","67.345619204197","68.106368092732","68.5322097137355","69.9591212755803","71.9643238950301","71.702356043689","69.4739441535066","68.9937115605345","69.6036825866023","70.0763183634542","70.7060867962268","70.0953547923012","71.750795272121","73.7933993655783","75.3618914275053","77.2406995729835","77.8755737040869","79.5952820247139","82.3182595034071","83.1368691435035","83.5477500877897","83.1330297079927","83.2262267008106","83.5831160027659","83.9559111922887","84.2172029555273","84.6451331880122","85.5441271600192","85.4178214002195","82.7178728621497","80.7043015800802",
"IDA total","IDA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","4.81533639083764","8.58482025362579","10.5396887494186","14.0003290884555","20.0592134037386","25.4732684729827","32.1041576294544","35.4397260366856","42.1411450399886","52.0860282436591","56.3078866986823","53.9561832848921","53.0690771585974","54.1011730431638","57.1926544775999","56.9544065727161","56.3288894094945","56.1942414908026","56.0579094189317","56.0163794125171","57.7354685656142","57.8748205702139","58.5369478659106","61.1829480520844","63.5958978506209","65.5782273408352","66.4796521393705","67.3478687861839","69.3446967162215","72.4761341173288","72.2630193370232","71.7996997147513","71.1795507228043","71.4302674365088","71.9111586707957","71.9905600112794","72.4041020400976","73.8133160433305","74.0056204981692","74.5597363308687","74.2065594024397","71.7304836685227",
"IDA blend","IDB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","0.939857349318311","4.24369507787039","5.02652432188794","12.0221286851686","27.1642656324761","34.4738140066923","40.6220688626212","45.0025885620093","50.5308196446446","56.724434424525","56.2456445718712","57.5728160112829","54.5706311909043","52.5776008263362","52.8632848710877","52.7483036026707","51.321634327745","52.0660509907053","53.8990148470292","52.292131313725","52.2994043757331","52.42292345469","52.072145317164","54.211896024473","55.8375201638215","56.3210330968478","57.712883563699","55.9667927880404","61.5957412910877","65.4321680950575","63.3214700449926","61.4184138693707","61.038477317745","63.1306797532686","64.3960598912519","64.5944021634388","66.3534314070927","68.3811791334663","69.7291817677568","70.8534856141661","72.5142791131584","71.750069053774",
"Indonesia","IDN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","6","13","26","45","48","51","54","58","61","65","68","66","63","79","77","77","77","76","76","72","74","76","77","79","76","76","74","78","80","82","87","86","87","88","90","89","88","76","72",
"IDA only","IDX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.57075700320993","10.5674192077522","13.0940360157852","14.929105016019","16.6906896280737","21.1808804340239","28.0362673190416","30.8564546674314","38.093021220535","49.833073974751","56.3383377917578","52.1755508325961","52.2922443513109","54.885990305382","59.4132861553784","59.1064532105658","58.8844034897299","58.2946474996952","57.1555344963857","57.9078245476946","60.5042491126005","60.6646791369841","61.8626897589626","64.7786137276131","67.6009183310336","70.3532637801819","71.003854142224","73.230409864371","73.3779091960885","76.1852650519545","77.0127409407958","77.2751336666163","76.5428557647583","75.820576693779","75.8736303740265","75.8661517337603","75.5478099659424","76.6165293224302","76.203082021153","76.4547757803901","75.066906739722","71.7205650892551",
"Isle of Man","IMN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","1","10","24","32","42","56","43","51","59","67","72","66","55","53","56","56","57","56","60","64","68","69","70","72","78","82","84","83","83","85","87","88","90","93","95","89","89",
"Not classified","INX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","10","10","63","65","66","68","78","78","78","78","78","78","77","77","77","77","77","79","73","73","78","81","84","86","87","89","90","90","92","92","93","93","93","92","92","92","91","92","90",
"Iran, Islamic Rep.","IRN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","39","48","55","38","38","62","55","55","83","79","85","84","96","96","97","95","99","95","99","99","99","96","99","99","96","94","99","97","98","99","99","99","98","98","99","99","99","99","99","99","99","99",
"Iraq","IRQ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9","10","11","12","25","70","75","91","85","79","75","71","67","63","72","80","82","85","88","90","86","82","77","73","69","69","62","64","75","81","75","80","74","73","70","71","79","81","85","82","76","75",
"Iceland","ISL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","81","96","96","95","97","99","99","99","99","99","99","98","99","99","99","96","94","91","88","91","93","93","90","95","95","96","92","93","94","90","91","90","93","91","92","93","93","93","92",
"Israel","ISR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","81","83","88","85","85","85","88","88","86","88","91","94","94","92","92","93","96","97","94","94","95","95","95","96","97","94","96","97","98","97","96","97","96","98","97","98","97","98","98","99","99","99",
"Italy","ITA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","50","50","50","50","50","55","57","55","70","74","77","81","84","86","87","88","90","90","90","91","90","90","90","87","85","87","92","93","94","92","92",
"Jamaica","JAM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","12","15","60","64","36","62","68","71","74","77","63","80","82","90","96","88","88","82","88","85","86","78","86","84","87","76","88","88","89","88","93","94","92","91","95","95","89","94","93","88",
"Jordan","JOR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","29","40","48","56","65","73","81","87","87","84","87","85","91","88","91","92","94","95","93","83","94","99","95","96","99","95","99","95","95","95","98","98","98","97","98","94","96","93","92","87","76","76",
"Japan","JPN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","69","68","66","70","73","73","74","75","76","77","73","71","69","68","81","93","94","94","95","95","96","98","98","98","98","98","97","96","95","94","94","94","96","95","98","96","96","97","97","96","98","98",
"Kazakhstan","KAZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","91","91","95","97","97","99","99","99","95","95","99","99","99","99","99","99","99","99","99","96","99","99","99","99","99","99","99","93","97",
"Kenya","KEN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","55","63","65","69","72","75","78","81","84","84","84","83","81","79","90","76","78","77","78","72","73","69","77","80","90","88","86","87","93","94","95","96","96","89","89","89","88","89",
"Kyrgyz Republic","KGZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","93","88","97","98","98","98","99","98","99","98","99","99","99","97","99","99","99","99","97","98","99","96","99","97","95","96","96","92","93",
"Cambodia","KHM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","27","29","54","53","39","39","34","39","33","36","50","62","56","50","54","63","65","59","52","65","80","79","78","79","89","92","90","88","84","79","83","84","84","84","84","84","84","84",
"Kiribati","KIR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","24","8","4","9","14","54","63","75","62","77","89","70","47","64","82","77","62","80","76","88","72","56","85","61","93","72","82","89","90","91","91","88","84","80","81","84","94","82","80",
"St. Kitts and Nevis","KNA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","85","91","96","91","77","90","99","99","99","99","99","99","99","97","99","99","99","90","99","98","98","99","99","99","99","99","99","99","95","99","93","95","98","93","96","97","95","96",
"Korea, Rep.","KOR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","4","5","5","33","61","89","89","82","70","95","93","93","93","92","92","93","89","85","85","90","95","96","97","96","99","99","99","92","92","93","98","99","99","99","99","98","98","97","98","98","98","98",
"Kuwait","KWT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","48","71","79","80","88","91","93","95","97","98","66","75","85","95","98","98","99","95","99","96","99","99","97","97","97","99","99","99","99","99","98","99","99","99","94","93","99","99","98","97","95","94",
"Latin America & Caribbean (excluding high income)","LAC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","40.2043754393433","47.8131399419984","47.5667276078901","46.5078083187328","51.2963940224477","59.339566134886","60.9403744252885","59.5321565782019","65.5776974845786","69.6681708545226","76.040192701302","80.6379206378818","83.6054127816509","82.7533973644614","81.4087473964236","87.9912737161466","84.884626757968","89.5258306324101","90.5796879766635","92.5421882901861","93.9712388905541","94.5058369433998","94.084614006674","94.5488784968356","93.7396530838582","93.6650015399342","95.207013266473","94.5425042583296","95.0342315812407","95.0843942334462","94.3486248147455","95.1589819581075","95.8823806277447","92.3265145606559","92.912884901926","93.102326532466","92.7161497297313","86.3699717276539","91.9761058278766","85.4122263180425","83.0886048545718","81.790187651523",
"Lao PDR","LAO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","7","7","7","6","6","10","11","23","20","32","47","46","46","73","68","73","67","71","71","42","50","55","42","36","41","48","40","52","59","64","67","69","78","81","81","81","86","86","83","79","73",
"Lebanon","LBN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","1","8","16","23","30","39","48","58","61","65","76","88","88","85","85","89","83","77","71","65","59","53","58","63","69","74","79","80","80","81","81","82","82","82","82","82","82","82","74","67",
"Liberia","LBR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","63","58","52","47","41","62","63","71","76","83","65","71","80","74","58","64","70","75","74","68","61","58",
"Libya","LBY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","61","66","65","71","76","75","78","75","76","79","89","87","88","91","92","92","93","91","92","92","93","93","91","96","99","97","98","98","98","98","98","98","98","96","93","98","97","94","73","73","73","73",
"St. Lucia","LCA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","43","36","60","68","91","81","83","91","82","97","75","94","92","94","95","95","90","95","88","89","98","90","95","94","94","94","99","99","95","91","99","99","99","97","99","87","86","96","89","77",
"Latin America & Caribbean","LCN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","42.0307046691452","48.7482073172806","48.5805724293073","47.6262489640776","51.9311436309652","60.0524267476001","61.2130472395035","60.35964506811","65.7150403415318","69.3441209215179","75.9215645713714","80.357000800344","82.6475271880198","82.07377458163","82.4741787631366","86.1779526925109","84.119550509882","88.6413562559483","90.8876571899819","92.1485413858731","93.5213744657857","94.7111838477948","93.5294917261273","93.9664971018216","93.0446370097586","92.6751477245206","94.3813426944542","94.0749377543586","94.9392683590099","94.591153532712","93.4791431327761","94.5582008343997","95.2457380856971","91.8775934951077","92.7869956134209","93.1132055363805","92.4747143806874","87.1992886484019","91.0980089982243","86.1760504042612","82.9665003022595","81.4457634737888",
"Least developed countries: UN classification","LDC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","5.83240574579763","9.80671354337183","11.9712164041234","14.7962418093793","16.1623739050239","20.6796025555581","26.8657778251422","30.2759204371739","37.1142291796228","48.0792303920223","54.4159924952496","50.2247779543783","49.7043929090437","52.5364262968639","57.3958921697576","57.0584290664278","56.9167900246677","56.6207418193558","54.6202493304922","55.1704602719665","57.1646847811319","58.3911806607672","59.5952783656414","62.3330424133558","65.1283293347916","67.1746505853469","68.1382807563353","71.5440798083576","71.7512361075001","74.2623679652996","75.7102014848534","76.3115350106649","75.6566316544955","74.8052197429428","74.9307361769981","74.5545271918496","73.6710297506291","74.5309422929706","74.4575938329539","74.8082737794385","73.5282947244058","69.5849355292258",
"Low income","LIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","7.12273426458448","13.0559882336893","16.6390556084827","18.7759504249894","19.4998470946814","24.6630584967842","29.536909704997","32.7051864809055","39.2868170757285","47.2156329263857","52.0662231430363","44.4902966274402","43.1736831190726","46.2205435152517","50.8510565248948","48.6608311029042","49.5025717699298","47.3798636058875","46.2281581458709","47.5951384314471","51.4400363793139","51.7161912107756","53.604719805827","56.8079607901334","59.9129742829364","62.6181178229503","64.7146797061765","67.1286457404142","67.629572515932","70.2783321237476","72.5552539210824","72.6773708514716","71.466032624792","69.9009281410877","69.9519978715285","69.7259276010406","69.6212413261372","70.6821891922116","69.9658969621558","70.8952826639255","69.8471636376671","66.5832044286154",
"Liechtenstein","LIE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","3","20","45","60","68","76","80","79","82","86","84","87","89","94","94","95","99","99","99","99","96","99","99","98","98","97","99","99","99","99","99","99","99","99","99","99","96","97",
"Lower middle income","LMC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","3.77054112971245","4.84342113448189","6.06856226501546","8.46451986639262","12.9167419084011","19.747519104756","28.4938401671559","36.5648187582723","44.9334251652732","53.9857631040123","62.0294864382399","56.8588528001991","61.0052420690137","64.7390743935724","68.480988004701","70.2938219396808","68.7029860403962","64.3478721534632","63.7360077006362","64.4105987718193","64.4998392672351","65.3766855904684","64.6035817954476","67.1530535944156","69.8423123891652","71.8667246799903","72.5772447529434","72.9038590638677","74.6840956190873","78.2589095028099","79.4048379184185","79.9223100171733","79.6193667803561","80.6255792147309","81.2304616216375","81.9754626993708","82.62798438282","84.0444147048205","85.3271915935317","85.8887295790579","82.6898304464464","80.517343522998",
