"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Low & middle income","LMY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","7.58761452352782","9.7926059032297","10.7908164156342","30.5885912751199","34.5670894590003","40.2884608000268","40.8014504721108","49.208117165025","59.4701780639573","65.4224520201748","71.4864745626631","67.21879404288","68.0361593964017","68.4627150044886","69.6923979695242","71.865833299127","71.4788272131615","69.1379331848052","68.5843767313518","69.3055239644324","69.8336752966645","70.4586577335017","69.9406996123328","71.6127764629661","73.6869316577138","75.2969348628269","77.1595768805201","77.7755770084865","79.4668087630587","82.2495802056342","83.1181040588773","83.5077280710673","83.0868560930026","83.2007288648606","83.5396248819357","83.9102376334214","84.20274319766","84.6007499519367","85.5960026565434","85.383526062233","82.803014924157","80.6419697145183",
"Lesotho","LSO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","49","49","51","53","63","73","76","78","79","79","80","81","81","82","82","83","82","80","79","77","74","70","78","85","84","83","82","81","80","84","88","92","91","90","92","93","90","90","90","90","90","90",
"Late-demographic dividend","LTE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","10.6199855946658","12.6989055983983","12.5638206703557","65.9696360465984","71.3463190373467","75.0100425101835","61.2840961017258","72.0681824570812","86.5172322198352","88.3075292004846","93.3312962757472","89.9709110213794","86.3554903459779","83.3275202584853","79.1473324469277","83.8123907632822","85.3994885729852","86.8170218701584","86.719343813562","87.9924822429973","88.6899443352287","89.5800338546105","89.2194197229874","89.1235243952497","90.079577241862","90.3354962778691","94.3170636351579","94.4837405591193","96.7288667581273","98.1634669577204","98.1355999884786","98.0259351341713","98.1635147935208","98.227800152783","98.0547944065626","97.9550770673957","97.8564219377775","97.3867651036585","97.5201884837328","97.3044798793494","95.2085537866911","93.0728416143225",
"Lithuania","LTU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","92","93","94","96","96","97","97","97","97","98","98","98","97","97","97","97","96","96","94","93","93","93","94","94","94","92","93","90","88",
"Luxembourg","LUX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","39","49","58","68","77","71","80","80","80","80","83","86","88","91","91","92","92","93","94","94","95","95","95","95","96","96","96","96","96","99","99","99","99","99","99","99","99","99","99",
"Latvia","LVA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","80","81","81","96","97","97","97","97","98","98","98","98","98","98","95","96","92","95","92","90","96","95","96","93","96","98","99","99","97",
"Macao SAR, China","MAC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","17","35","42","45","58","73","81","82","79","80","81","83","87","88","93","92","91","90","93","96","94","90","95","97","95","95","96","98","98","99","99","99","99","99","99","99","99","99","99","99",
"Monaco","MCO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","98","98","99","99","99","99","99","99","99","98","98","97","97","96","96","94","95","94","92","93","91","91","91","90","89","89","88","88","88","88","88",
"Moldova","MDA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","64","85","91","90","95","93","93","89","94","94","96","96","97","96","96","95","90","97","91","91","91","90","89","88","93","93","97","84","83",
"Madagascar","MDG","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","1","6","18","28","36","44","47","54","54","54","63","55","46","46","51","55","57","59","61","65","79","74","71","81","70","63","66","62","62","64","66","60","62","55","52","55","50","39",
"Maldives","MDV","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","39","34","37","40","47","50","41","83","88","96","97","98","86","97","96","95","96","98","97","99","98","97","96","97","97","97","97","97","98","97","96","98","99","99","99","99","99","99","99","99","99",
"Middle East & North Africa","MEA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","22.7020475945072","25.6411443590531","33.4445128904926","32.5418134752577","37.0589174528501","60.6868968537105","63.7715076435727","66.1483839339769","77.7904766986313","80.5685861529538","82.9580994937997","82.4421707879316","84.0091105109682","84.5910749098635","84.3452907197012","85.0387462686567","87.3669907055093","86.8388887296629","90.6127413846271","90.375902580771","90.5137602689913","89.8196203518052","88.7552683424978","88.5077445128714","88.6688800236804","88.68366409201","88.446590036494","88.9516033480678","88.7777280046336","90.6048579553673","90.8012023407487","91.1755963398643","88.1642524165656","89.3378903829868","88.183596482208","88.2985464231606","90.77472911512","89.8125677182085","89.0211423465367","88.9372578824358","87.2989783760656","87.698504625746",
"Mexico","MEX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","35","33","37","23","21","64","60","54","70","85","75","89","88","79","90","90","93","91","96","94","96","95","96","96","96","96","96","96","96","96","95","98","99","89","97","97","96","76","97","73","92","99",
"Marshall Islands","MHL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","25","39","52","74","86","36","59","57","69","52","93","93","94","64","80","90","70","86","96","94","86","78","97","88","78","79","79","75","75","83","83","85","89","85",
"Middle income","MIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","7.63669444788475","9.44993653756172","10.1780732806874","31.817849654283","36.1589402945524","41.9798211929154","42.0311789947573","51.0222857726181","61.7021467696819","67.478716036614","73.7247348819983","69.8627741090935","70.9218989366237","71.2228076511313","72.1255514787385","74.9557111850993","74.5028779845924","72.2364330437535","71.8524970091313","72.5496635228455","72.6426634501584","73.3625570931012","72.518153936824","74.0114108274469","75.9666739071256","77.4349037454795","79.2991443784365","79.6461699377569","81.5833791675245","84.4132042519692","85.0469568962997","85.5525589024781","85.3143418226576","85.7646820383098","86.1860901126324","86.7217697833806","87.1544348613287","87.4766008752366","88.8852800342039","88.5486593632417","85.7630801798142","83.998758479681",
"North Macedonia","MKD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","88","97","91","98","96","98","97","92","98","96","96","96","94","96","98","96","98","97","96","96","93","89","82","83","75","75","63","70",
"Mali","MLI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","19","27","11","23","40","43","42","35","51","46","52","57","56","54","51","49","54","56","57","63","73","68","66","71","73","78","72","67","62","61","66","70","70","70","70","62","70",
"Malta","MLT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","10","10","35","59","41","86","80","90","92","90","71","51","51","56","60","67","74","70","65","90","94","86","94","79","78","82","73","84","93","99","98","89","93","91","96","96","95","90",
"Myanmar","MMR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","5","17","32","50","68","67","68","71","77","82","86","88","89","86","84","73","77","80","86","84","78","81","82","87","88","88","84","86","88","84","91","83","93","84","91","44",
"Middle East & North Africa (excluding high income)","MNA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","22.5281577816652","25.3731970047266","31.1161284004633","29.2028244417102","33.5426821023706","58.8908071744243","62.1846524535677","64.6900932924239","77.2907589800317","79.5628359755088","82.4553857570139","81.2411447599933","83.4341015075861","83.831166266678","83.3740475832","84.0133797937079","86.6858115042614","86.0407549983184","90.2085782585995","90.031942838557","89.9742009793882","89.1940047247724","87.7494350840853","87.5508772838725","87.6353685380902","87.7389990684298","87.6122552951537","88.0925572989265","87.7727099132023","89.7394630524837","89.978417735373","90.355422028182","86.9695079773451","88.2448125728536","87.0055563928983","87.1404236502887","89.8949432203803","88.9273362630033","87.8902767601156","87.983750093366","86.0831515110818","86.3465366233148",
"Montenegro","MNE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","89","86","90","91","90","88","76","64","47","58","42","33","24","18",
"Mongolia","MNG","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","17","12","6","1","20","18","11","61","70","86","92","82","84","84","80","85","89","91","93","93","92","95","98","98","99","97","99","98","97","94","97","98","99","97","98","98","98","99","99","98","97","95",
"Northern Mariana Islands","MNP","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","32","58","51","50","39","39","37","44","48","59","55","56","62","65","71","58","61","64","67","71","74","77","80","79","78","76","75","77","80","82","83","85","86","87","87","87","87","87","87","81","84",
"Mauritania","MRT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","45","44","43","42","41","40","27","45","42","38","32","43","49","53","67","66","64","62","62","46","58","87","84","73","65","62","67","65","59","67","67","75","80","75","70","73","75","78","75","70","63",
"Mauritius","MUS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","34","53","55","67","71","69","73","80","76","88","84","84","85","89","61","87","85","80","84","90","84","91","98","98","99","98","98","99","99","99","99","99","98","99","92","89","99","99","89","77",
"Malawi","MWI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","49","64","64","58","50","49","60","79","82","84","81","85","91","87","83","90","90","87","90","82","73","81","69","77","80","82","85","83","88","92","93","96","90","88","85","87","81","83","87","92","90","90",
"Malaysia","MYS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","11","23","20","35","68","61","61","70","80","82","81","95","97","97","98","96","97","96","95","94","93","95","96","95","95","95","95","95","95","95","95","94","93","93","93","96","97","95","96",
"North America","NAC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","77.3629423250601","87.3572480602789","87.454416501085","88.3904112401577","88.3719549445363","87.5212671212005","87.6896236262968","80.8642966871451","96.7765222854739","93.3445210796339","89.9062597954646","87.470450820689","84.0298685705707","85.1138658098152","89.7376129860087","88.7347944810997","91.55084042737","91.4524477715865","92.3488950365244","92.3366682237548","91.4124219482929","91.3211341813542","91.310543297102","93.1538258526807","93.0776718795466","92.1569143652581","92.0789962019825","92.1592528095195","92.0812261147262","90.0838534379662","91.82765826083","91.6525706153594","90.8264479618952","91.825746561656","91.8248232515314","91.7369709689501","91.7370269073741","90.9122115132345","91.8238172931336","90","90.9105714055181","90.9088286558534",
"Namibia","NAM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","76","71","70","68","61","59","64","65","69","58","68","70","70","73","63","69","73","76","75","74","76","82","83","85","75","80","82","80","90","90",
"New Caledonia","NCL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","19","18","16","22","27","27","27","24","14","25","28","21","19","19","40","38","35","35","35","37","39","41","43","45","47","53","60","66","69","67","69","75","80","80","85","76","82","77","79","79","80",
"Nigeria","NGA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","9","17","28","36","46","59","54","57","43","40","41","44","38","38","38","35","33","32","30","34","37","41","44","41","53","64","56","49","42","43","44","42","47","54","56","57","59","59",
"Nicaragua","NIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","15","20","40","41","56","59","51","47","63","63","82","54","83","84","84","85","85","86","91","87","86","99","98","93","84","96","99","99","99","99","99","99","99","99","99","99","99","99","99","99","97","83",
"Netherlands","NLD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","91","91","92","92","92","92","93","93","94","94","94","94","95","94","94","94","96","96","96","96","96","95","95","96","96","95","96","96","96","96","96","96","96","96","96","95","94","93","93","94","94","93",
"Norway","NOR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","80","80","90","87","87","87","84","87","94","96","93","94","92","92","93","91","90","88","90","87","86","89","90","92","92","93","93","93","93","94","93","94","95","96","96","96","97","97","97",
"Nepal","NPL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","2","2","11","24","34","37","37","58","57","57","57","58","58","58","56","65","73","67","81","71","71","71","75","73","74","85","81","79","90","86","88","86","88","88","85","83","90","91","92","87","90",
"Nauru","NRU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","90","49","8","95","40","53","67","80","99","99","99","99","99","99","96","97","98","98","98","95","99","95","98","98",
"New Zealand","NZL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","80","77","74","71","67","64","60","67","75","83","90","82","82","85","87","84","92","99","81","83","85","85","84","84","83","82","82","79","86","89","91","93","92","92","93","93","92","93","92","92","91","91",
"OECD members","OED","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","43.9180002964709","50.9981684949594","53.4073380525103","56.6509591696284","60.7101581751619","69.248394018921","70.5243688861272","70.1763102469895","78.7503924756209","81.5697304065117","82.1510180578973","82.9365273543207","82.1722151629017","82.2427688443399","86.2661017487721","86.9759806182861","88.6921723948141","88.377101174374","88.9675769419873","89.6147564629799","91.1137261545255","91.9268744283351","91.7578895869247","91.6881255480944","92.276044994733","92.9092421917219","93.8320417954052","93.6058454277229","93.5678903840273","93.0141790646498","93.3002928145956","93.8752111791515","94.276406659719","93.1583131241188","94.1644576067545","94.29453319584","94.1174367634395","91.2362592049428","94.3797440445264","90.8247698856923","92.7706268095229","93.5179121739054",
"Oman","OMN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","22","10","24","34","53","65","79","86","87","94","98","96","96","95","97","98","98","98","98","99","99","99","99","98","98","98","96","97","98","99","99","99","99","99","99","99","99","99","99","99","99","99",
"Other small states","OSS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","24.8348593120274","29.003527945878","33.7152336081665","41.3146206544752","47.4341588142742","57.817902783727","65.8704314158582","70.9289038080785","72.6147231118187","77.719756415854","81.0260507408698","77.5719269222846","74.1280449687937","77.6446620119436","78.416778541312","77.2350627853487","74.2869766786751","75.1039139445848","76.136972860457","75.30796669102","77.0981267539619","75.9062127425102","77.3215979158567","78.6895680101505","79.4707682248752","79.1452226127093","78.7957279066845","79.7771679280941","81.6617560631587","82.5157273776966","82.2345194577566","83.4645128973763","84.6621867449032","85.4919905596142","85.0232593728375","85.2997878158348","83.7665511494211","82.5569572010572","83.6378689521155","82.8936317605589","79.1655366811794","79.2900968956583",
"Pakistan","PAK","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","1","2","3","19","33","38","41","43","46","48","50","51","52","52","53","47","50","52","54","56","57","59","60","62","63","61","59","57","56","56","57","59","63","68","71","75","75","76","79","81","83","81",
"Panama","PAN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","71","76","64","85","72","84","74","78","73","73","73","80","76","83","84","84","90","92","96","90","97","95","95","95","97","99","95","95","96","96","97","97","98","92","90","93","95","98","98","97","80","80",
"Peru","PER","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","23","26","32","28","35","53","41","56","52","52","64","74","83","75","75","98","87","91","93","93","97","97","95","95","85","77","93","92","92","91","94","96","94","85","89","92","88","83","85","85","77","78",
"Philippines","PHL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","9","27","44","49","51","67","77","83","85","83","81","78","75","72","76","79","80","80","78","81","82","87","92","92","92","92","90","89","87","86","84","83","81","80","80","78","77","75","72","57",
"Palau","PLW","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","99","98","98","98","94","32","41","99","99","83","74","96","83","91","99","99","99","98","98","91","97","75","39","85","91","99","83","95","96","93","90","97","93","93",
"Papua New Guinea","PNG","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","1","26","33","39","37","46","52","67","69","70","28","36","42","24","50","63","67","69","65","73","77","77","82","82","72","66","65","63","66","71","72","65","57","46","38","37","37","47","38",
"Poland","POL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","92","93","93","94","94","92","92","94","95","95","95","94","95","95","96","96","97","97","97","97","97","97","98","97","97","98","99","98","98","98","98","98","98","98","97","96","96","94","93","93","80","80",
"Pre-demographic dividend","PRE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.85430007687011","11.2085206219398","13.1116126270195","16.0373544095053","23.0166099538087","31.3913108145432","39.5635760491434","44.0558617604327","49.8490506174794","54.8807970236112","55.358623597965","53.3460847355932","50.3701421530548","50.1225967317833","52.2160378171158","53.4769554741865","51.2946865184548","50.9770656857896","49.8366308171635","48.9230922984698","51.6214450452799","52.8861841594146","54.0498411517967","56.8673798166426","59.4388946180875","60.8706541346221","62.9537168896423","64.3908345271927","67.3037314777651","71.2340260454152","70.7455699798619","68.7595544127971","69.002680490532","68.494570305085","68.1446241205826","67.2504867508958","67.5232598446141","69.4412998523633","70.1044656809862","70.4867225287816","69.0437142492553","67.280578355965",
"Puerto Rico","PRI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","29","31","29","30","31","38","44","35","58","99","98","98","99","99","83","67","50","34","49","63","78","92","98","95","95","96","96","99","98","98","99","99","99","99","99","98","99","99","98","98","99","42",
"Portugal","PRT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","54","49","46","48","48","70","75","81","84","96","85","96","99","95","91","94","99","96","96","92","87","90","93","96","95","93","97","95","97","95","96","97","97","98","98","98","98","98","99","99","99","98",
"Paraguay","PRY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","19","16","26","37","62","48","46","56","63","58","69","74","87","96","76","75","81","61","71","82","92","90","86","91","91","91","91","91","91","91","93","91","88","88","84","78","85","92","93","87","80","68",
"West Bank and Gaza","PSE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","96","73","95","96","92","92","93","98","94","99","96","98","99","98","96","97","98","99","98","99","99","99","99","99","99","99","99","98",
"Pacific island small states","PSS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","14.3659997338184","18.6198485849516","11.9872351262163","27.2612809543141","23.6076129309375","41.8419481302774","48.2141634868809","59.5527917754809","66.6687769494994","72.2531228439667","77.9063085232465","81.1582844634219","81.507791533975","81.667176835942","78.7427408026459","80.672263084959","86.575801826678","75.5941726174733","77.0095922415693","83.9008926366299","83.5024251974049","81.1423286161597","81.9147808252512","79.7046965918537","76.6698077453142","82.286189925964","84.535113925559","85.8694612190582","78.4097302416775","78.44601876037","81.9582717813023","84.07644073097","88.418000924023","87.5105895049238","87.029323640263","83.2621544103818","86.0560843415897","85.7494490498561","85.3287794341393","88.13668586093","84.4540393065051","74.7099176637792",
"Post-demographic dividend","PST","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","46.3721231424352","53.0291140113094","54.2060276941093","61.3170692031054","67.0971927951236","71.0423984887337","73.7319992706127","73.2457869078805","79.421794035328","81.6912407938147","83.3215222992466","82.591847384173","82.112382453597","83.5575004690589","86.8657079778702","88.2150431366131","89.5447222377931","89.5003309073958","89.3677166333666","90.6018930978497","90.9102980098229","91.5137898848604","91.9262274460257","92.7680748410322","92.9870870677537","92.5962234761977","92.9592983725802","92.8898472790248","92.7054530049271","91.1348125954325","91.3114723421776","91.9107362190216","92.6119249561202","92.8246817490611","92.054027416349","91.7555245093768","91.2022440342818","92.9635303635959","93.5526069155601","92.9168143852026","92.9130793964252","92.972736188932",
"French Polynesia","PYF","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","26","10","22","69","62","62","62","60","73","79","79","84","86","86","86","87","90","87","89","87","91","92","99","93","99","99","99","92","96","99","99","98","97","97","99","99","99","99","99","99","90","99",
"Romania","ROU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","83","86","88","81","90","78","90","92","92","91","93","91","93","94","97","97","98","98","98","98","97","97","97","95","97","96","96","95","93","94","92","89","86","86","86","90","90","87","86",
"Russian Federation","RUS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","88","81","85","88","91","94","97","97","97","98","98","98","99","99","99","99","98","98","98","98","98","98","98","98","98","98","98","97","97",
"Rwanda","RWA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","42","48","53","53","52","79","78","79","83","83","89","82","74","25","84","76","66","72","78","74","69","69","90","84","89","95","94","92","95","95","95","97","95","97","96","95","97","99","96","94","87",
"South Asia","SAS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","0.299519748016995","0.258817699004964","0.581767153935053","2.49295487208837","4.4505970565829","6.2045829083262","13.7930906862266","25.1028613859854","32.6638400041465","44.237542659964","55.9596546728135","46.8256141060957","52.8998688692238","59.1759843020124","65.678617844163","68.5867274018087","63.8874587518444","56.5431920002668","54.9805784546268","57.6893153154695","57.8522466203631","59.3665030600123","58.5264415750532","61.903958852547","65.5237550287531","68.8373892723774","69.0369445123457","69.9357300618833","71.4729559264325","75.8921683232144","78.336244441111","80.4578546785658","79.6893150011042","80.6426588920319","82.8098552126902","85.0743230859397","85.7590912577336","87.5132628830666","90.1974071093015","91.6145072156308","87.8096179457701","87.3638619495279",
"Saudi Arabia","SAU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","8","12","53","65","71","79","77","77","81","90","88","95","88","91","93","94","92","92","93","92","94","94","97","96","97","97","95","96","97","98","98","98","98","98","98","98","98","96","98","95","96","98",
"Sudan","SDN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","1","1","2","3","6","11","22","44","61","57","57","52","49","48","51","59","58","49","51","58","58","58","65","67","69","73","79","79","82","90","87","85","85","86","87","86","90","88","90","86","81",
"Senegal","SEN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","71","66","60","48","51","54","57","58","59","80","70","65","62","60","48","48","54","60","57","74","80","84","77","79","81","84","83","84","80","80","93","90","86","89","88","87",
"Singapore","SGP","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","47","57","78","88","85","75","85","94","87","81","84","92","89","87","95","97","97","98","96","97","96","95","94","93","95","96","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95",
"Solomon Islands","SLB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","31","58","69","92","70","76","70","64","60","68","90","68","66","99","91","83","78","82","87","87","99","90","71","69","74","77","87","76","76","75","82","84","93","81","81","67",
"Sierra Leone","SLE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","37","50","62","73","76","71","65","60","73","80","82","84","86","85","80","78","85","80","87","93","87","87",
"El Salvador","SLV","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","45","44","43","46","41","71","51","48","63","73","98","54","55","86","80","93","94","98","99","94","97","95","93","90","93","99","98","99","95","91","92","89","93","94","95","95","90","85","81","82","71","86",
"San Marino","SMR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","96","97","97","98","98","99","99","99","97","96","94","94","94","90","90","86","88","88","90","84","82","81","84","82","86","89","86","90","89",
"Somalia","SOM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9","3","4","6","16","35","25","28","33","30","30","30","32","33","35","34","33","25","32","38","24","20","45","40","40","35","35","35","34","43","46","46","46","46","46","46","46","46","46","46","46","46",
"Serbia","SRB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","85","81","86","90","92","88","84","89","90","92","87","89","96","88","95","92","95","95","93","87","92","86","86","82","86","92","87","78","78",
